Timestamp,Freq,Drive_Amp,Channel,X,Y,Z
146.41134,40,0.018,2,0.038,0.024,1.183
146.411532,40,0.018,4,-0.015,1.235,0.007
146.411883,40,0.018,0,-0.028,0.007,1.316
146.41192,40,0.018,2,0.043,0.019,1.338
146.412113,40,0.018,4,-0.019,1.384,0.008
146.412464,40,0.018,0,-0.032,0.016,1.468
146.4125,40,0.018,2,0.029,0.01,1.473
146.412693,40,0.018,4,-0.021,1.527,0.007
146.413044,40,0.018,0,-0.026,0.01,1.589
146.413081,40,0.018,2,0.012,0.021,1.614
146.413274,40,0.018,4,-0.022,1.651,0.007
146.413624,40,0.018,0,-0.034,0.013,1.713
146.413661,40,0.018,2,-0.004,0.018,1.734
146.413854,40,0.018,4,-0.026,1.767,0.014
146.414205,40,0.018,2,-0.015,0.026,1.836
146.414241,40,0.018,0,-0.03,0.005,1.824
146.414435,40,0.018,4,-0.025,1.866,0.011
146.414782,40,0.018,2,-0.031,0.03,1.943
146.414819,40,0.018,0,-0.028,0.003,1.911
146.415015,40,0.018,4,-0.03,1.942,0.01
146.41536,40,0.018,2,-0.038,0.023,2.005
146.415397,40,0.018,0,-0.038,0.011,1.993
146.415596,40,0.018,4,-0.032,2.007,0.015
146.415938,40,0.018,2,-0.036,0.024,2.061
146.415974,40,0.018,0,-0.026,0.006,2.034
146.416176,40,0.018,4,-0.027,2.042,0.017
146.416516,40,0.018,2,-0.03,0.024,2.086
146.416552,40,0.018,0,-0.038,0.003,2.064
146.416757,40,0.018,4,-0.034,2.054,0.007
146.417094,40,0.018,2,-0.011,0.027,2.089
146.41713,40,0.018,0,-0.038,-0.002,2.063
146.417337,40,0.018,4,-0.033,2.05,0.016
146.417672,40,0.018,2,-0.013,0.041,2.072
146.417708,40,0.018,0,-0.024,-0.008,2.043
146.417918,40,0.018,4,-0.031,2.011,0.017
146.418249,40,0.018,2,-0.009,0.042,2.028
146.418286,40,0.018,0,-0.032,-0.012,2.009
146.418498,40,0.018,4,-0.028,1.958,0.016
146.418827,40,0.018,2,0.006,0.044,1.967
146.418863,40,0.018,0,-0.025,-0.025,1.944
146.419079,40,0.018,4,-0.03,1.884,0.013
146.419405,40,0.018,2,0.009,0.039,1.879
146.419441,40,0.018,0,-0.003,-0.017,1.865
146.41966,40,0.018,4,-0.023,1.79,0.012
146.419982,40,0.018,2,0.007,0.042,1.784
146.420019,40,0.018,0,-0.012,-0.015,1.762
146.42024,40,0.018,4,-0.021,1.681,0.01
146.42056,40,0.018,2,0.03,0.041,1.668
146.420596,40,0.018,0,0.009,-0.014,1.64
146.42082,40,0.018,4,-0.02,1.548,0.015
146.421138,40,0.018,2,0.028,0.033,1.531
146.421174,40,0.018,0,-0.006,-0.008,1.514
146.421401,40,0.018,4,-0.022,1.414,0.012
146.421716,40,0.018,2,0.045,0.037,1.399
146.421752,40,0.018,0,-0.006,-0.017,1.367
146.421982,40,0.018,4,-0.015,1.269,0.009
146.422293,40,0.018,2,0.049,0.034,1.254
146.42233,40,0.018,0,-0.005,-0.01,1.227
146.422562,40,0.018,4,-0.011,1.116,0.008
146.422871,40,0.018,2,0.047,0.028,1.096
146.422908,40,0.018,0,-0.006,-0.002,1.073
146.423142,40,0.018,4,-0.01,0.965,0.017
146.423449,40,0.018,2,0.041,0.032,0.95
146.423489,40,0.018,0,-0.013,-0.009,0.911
146.423723,40,0.018,4,-0.003,0.814,0.014
146.424026,40,0.018,2,0.024,0.017,0.796
146.424069,40,0.018,0,-0.015,0.011,0.771
146.424304,40,0.018,4,-0.004,0.666,0.009
146.424604,40,0.018,2,0.014,0.017,0.658
146.42465,40,0.018,0,-0.01,0.008,0.621
146.424884,40,0.018,4,-0.002,0.526,0.01
146.425182,40,0.018,2,0.001,0.023,0.523
146.42523,40,0.018,0,-0.01,0.007,0.485
146.425464,40,0.018,4,0.004,0.398,0.009
146.425759,40,0.018,2,-0.004,0.023,0.396
146.42581,40,0.018,0,-0.022,0.009,0.373
146.426044,40,0.018,4,0.01,0.284,0.006
146.426337,40,0.018,2,-0.029,0.034,0.288
146.426391,40,0.018,0,-0.018,0.001,0.256
146.426625,40,0.018,4,0.013,0.179,0.005
146.426914,40,0.018,2,-0.035,0.032,0.19
146.426971,40,0.018,0,-0.024,0.009,0.161
146.427205,40,0.018,4,0.008,0.097,0.007
146.427492,40,0.018,2,-0.054,0.021,0.1
146.427551,40,0.018,0,-0.032,0.015,0.092
146.427786,40,0.018,4,0.013,0.032,0.007
146.428069,40,0.018,2,-0.045,0.032,0.058
146.428132,40,0.018,0,-0.035,0.002,0.025
146.428366,40,0.018,4,0.012,-0.011,0.003
146.428647,40,0.018,2,-0.047,0.014,0.004
146.428712,40,0.018,0,-0.029,0.014,-0.004
146.428947,40,0.018,4,0.01,-0.042,0.007
146.429224,40,0.018,2,-0.044,0.025,-0.013
146.429292,40,0.018,0,-0.048,0.016,-0.031
146.429527,40,0.018,4,0.017,-0.041,0.01
146.429802,40,0.018,2,-0.026,0.03,-0.004
146.429872,40,0.018,0,-0.026,0.01,-0.025
146.430108,40,0.018,4,0.014,-0.026,0.008
146.430379,40,0.018,2,-0.029,0.026,0.001
146.430453,40,0.018,0,-0.026,0.011,0.01
146.430688,40,0.018,4,0.01,0.01,0.007
146.430957,40,0.018,2,-0.032,0.04,0.056
146.431033,40,0.018,0,-0.012,-0.007,0.04
146.431269,40,0.018,4,0.015,0.071,0.008
146.431534,40,0.018,2,-0.027,0.043,0.117
146.431614,40,0.018,0,-0.007,-0.011,0.12
146.431849,40,0.018,4,0.009,0.146,0.002
146.432112,40,0.018,2,0.0,0.028,0.191
146.432194,40,0.018,0,0.002,0.001,0.216
146.43243,40,0.018,4,0.008,0.243,0.006
146.432689,40,0.018,2,0.013,0.043,0.305
146.432774,40,0.018,0,-0.02,-0.008,0.295
146.433011,40,0.018,4,0.005,0.357,0.008
146.433267,40,0.018,2,0.032,0.021,0.414
